QUESTION,BT_LEVEL
List the characteristics peculiar to the Cubist movement.,K1-REMEMBER
List the levels in Bloom's Taxonomy.,K1-REMEMBER
Make a list of facts you learned from the story.,K1-REMEMBER
Who was the writer of the Hamilton ,K1-REMEMBER
Draw the basic outline of a page of notes using the Cornell Method?,K1-REMEMBER
Correctly label the brain lobes indicated on the diagram below,K1-REMEMBER
Which technology is used by laser printer,K1-REMEMBER
Identify the five major prophets of the Old Testament.,K1-REMEMBER
State the characteristics of each type of corrosion testing studied,K1-REMEMBER
Recall basic math facts,K1-REMEMBER
State the definition of application in Bloom's Taxonomy.,K1-REMEMBER
State the formula for the area of a circle,K1-REMEMBER
How many states are there in USA,K1-REMEMBER
About what proportion of the population of the US is living on farms?,K1-REMEMBER
Define the meaning of the Olympic Motto.,K1-REMEMBER
How many years does this animal live?,K1-REMEMBER
"Identify a property (commutative, additive, etc(",K1-REMEMBER
List reserved words in C programming.,K1-REMEMBER
How many loop statement available in c++?,K1-REMEMBER
Who is the first president   of USA,K1-REMEMBER
State four attributes of well engineered software.,K1-REMEMBER
Recall locations of a historical events,K1-REMEMBER
Define four types of traceability.,K1-REMEMBER
What is  your family name,K1-REMEMBER
Draw and label a diagram of a typical stream.,K1-REMEMBER
How much is your weight,K1-REMEMBER
Draw the block diagram of the central processing unit ,K1-REMEMBER
Recall the definition of the formula datatype from your assignment 2.,K1-REMEMBER
What are major facts about particular cultures and societies,K1-REMEMBER
Draw the flow chart of the PNK system,K1-REMEMBER
State the guidelines to design an anodic protection system,K1-REMEMBER
What is a textual index,K1-REMEMBER
when was the UN formed ,K1-REMEMBER
State the pattern for expressing time in French.,K1-REMEMBER
Name the property that states that,K1-REMEMBER
Define mercantilism.,K1-REMEMBER
Identify the standard peripheral components of a computer.,K1-REMEMBER
How many instructions in the instruction set of RISC computer?,K1-REMEMBER
In Which part of the world does he live ,K1-REMEMBER
What are the representational symbols on maps and charts,K1-REMEMBER
State the rule for balls and strikes in baseball.,K1-REMEMBER
State how to find a word in a dictionary,K1-REMEMBER
Identify a phrase as a simile,K1-REMEMBER
What does ICT stands for.,K1-REMEMBER
Which of the following item does not belong to the set ?,K1-REMEMBER
Recall the equation for the Ideal Gas Law.,K1-REMEMBER
What is the title of the first movie you saw ,K1-REMEMBER
How much data can be stored in the cach memory,K1-REMEMBER
Name the artist who painted the Mona Lisa.,K1-REMEMBER
Please label the diagram below:,K1-REMEMBER
Recite a policy of immigration in Europe .,K1-REMEMBER
What are the major products and exports of countries,K1-REMEMBER
How much time did he took to build a house,K1-REMEMBER
Recite the principles of the Data Protection Act.,K1-REMEMBER
What are the units of corrosion penetration rates? Relate these to Faraday's law,K1-REMEMBER
What are the structure or functions of Congress,K1-REMEMBER
"Define stream bank, floodplain and substrate.",K1-REMEMBER
Recite the the Gaussian law,K1-REMEMBER
What is a global variable?,K1-REMEMBER
How much water does an elephant drink,K1-REMEMBER
Label any Olympic sporting apparatus with design features.,K1-REMEMBER
What season are we in right now?,K1-REMEMBER
Identify the part of a eukaryotic cell.,K1-REMEMBER
When did the second world war happen ,K1-REMEMBER
"Recite the poem ""Auto Wreck"".",K1-REMEMBER
when did saudi arabia start using internet,K1-REMEMBER
who was the first man on the moon,K1-REMEMBER
Look at the symbol. What is the symbol’s purpose on a map?,K1-REMEMBER
Name the main characters in the story.,K1-REMEMBER
List three predominant economic systems that exist,K1-REMEMBER
Define compound interest.,K1-REMEMBER
Identify which word begins with the same sound as the s in sun (Knowledge of letter s),K1-REMEMBER
who is the founder of the kingdom of saudi Arabia,K1-REMEMBER
Which of the following is the method for determining the volume of a cylinder?,K1-REMEMBER
 Label the parts of the microscope shown on the right,K1-REMEMBER
which part of a data packet is used by a router to determine the destination network,K1-REMEMBER
Name the food groups and at least two items of food in each group.,K1-REMEMBER
List the procedure to draw a mixed potential or Evans' diagram,K1-REMEMBER
Name the four major food groups.,K1-REMEMBER
who was the first to compose in the arts of makamat,K1-REMEMBER
How many kilometers from your home to the university,K1-REMEMBER
in which countries is arabic language spoken,K1-REMEMBER
Describe Prisoner Dilemma in the context of game theory.,K1-REMEMBER
Identify which country has an absolute advantage in the production of sugar cane and blue agave.,K1-REMEMBER
Describe the economic growth and FOUR (4) sources of economic growth. ,K1-REMEMBER
Describe THREE (3) advantages of the banker's acceptance towards either exporter or importer. ,K1-REMEMBER
List FIVE (5) differences between forward and future market. ,K1-REMEMBER
List and briefly describe FOUR (4) types of secondary equity markets. ,K1-REMEMBER
List FIVE (5) major business activities of investment banks. ,K1-REMEMBER
"Municipal bonds are securities issued by local, county and state government. Identify THREE (3) types of Municipal Bonds that available in the market. ",K1-REMEMBER
"Based on your knowledge, describe TWO (2) foreign bonds that are well known in the market. ",K1-REMEMBER
Describe THREE (3) deposit liabilities for commercial banks. ,K1-REMEMBER
The Glass-Steagall Act of 1933 (Banking Act) restricted the asset powers of commercial banks in US to low-risk underwriting areas. List FOUR (4) requirements under Glass-Steagall Act of 1933.,K1-REMEMBER
Companies must take reasonable steps to ensure that their investors enjoy equal access to material information. Briefly describe SIX (6) corporate disclosure policies under Main Market Listing Requirements (MMLR). ,K1-REMEMBER
"List FIVE (5) suggestions on how Malaysian public listed company director in Malaysia can perform  'Duty to use Reasonable Care, Skill & Diligence'. ",K1-REMEMBER
Identify FIVE (5) conditions that one needs to meet in order to be an independent director in Malaysian public listed company (PLC).,K1-REMEMBER
Describe the THREE (3) roles for social media in branding.,K1-REMEMBER
Define Information Systems (IS). ,K1-REMEMBER
State TWO (2) subsystems of AIS. ,K1-REMEMBER
List out FOUR (4) benefits of using RFID.,K1-REMEMBER
Identify any TWO (2) advantages of matching demand strategy and level strategy each in preparing aggregate production plan. ,K1-REMEMBER
List out any SIX (6) factors to be considered when designing a layout. ,K1-REMEMBER
List out FIVE (5) ways how manufacturing and service companies have commitment toward the environmental friendly practices. ,K1-REMEMBER
Identify SIX (6) factors to be considered when designing layout. ,K1-REMEMBER
Label the human communication process diagram below.,K1-REMEMBER
List FIVE (5) weaknesses of Out-of-Home (OOH) Advertising. ,K1-REMEMBER
List TWO (2) advantages and TWO (2) disadvantages of printed newspaper advertising.,K1-REMEMBER
Identify FIVE (5) key players in advertising. ,K1-REMEMBER
List SEVEN (7) types of advertising. ,K1-REMEMBER
Identify FOUR (4) factors that influence consumer behaviour. ,K1-REMEMBER
List FIVE (5) basic types of research.,K1-REMEMBER
Describe the SEVEN (7) advantages of radio advertising. ,K1-REMEMBER
Define FOUR (4) primary roles of advertising in business and society. ,K1-REMEMBER
Define briefly the role of marketing in advertising effectiveness. ,K1-REMEMBER
Describe FIVE (5) key players in advertising. ,K1-REMEMBER
Describe consumer behaviour. ,K1-REMEMBER
Define Chiaroscuro and Sfumato technique.,K1-REMEMBER
Describe the Pop Art style in 1958 - 1972.,K1-REMEMBER
Define 2 dimensional and 3 dimensional designs. ,K1-REMEMBER
Describe FIVE (5) categories of space.,K1-REMEMBER
Describe Renaissance art style. ,K1-REMEMBER
Write FIVE (5) types of lines. ,K1-REMEMBER
List down FIVE (5) types of shapes. ,K1-REMEMBER
Describe Impressionism art style. ,K1-REMEMBER
Write THREE (3) categories of color. ,K1-REMEMBER
Define color temperature. ,K1-REMEMBER
Describe FIVE (5) techniques to achieve dominance. ,K1-REMEMBER
Describe color wheel. ,K1-REMEMBER
Write down the FIVE (5) phases of the design process. ,K1-REMEMBER
Define problem solving processes.,K1-REMEMBER
Write FOUR (4) purposes of poster. ,K1-REMEMBER
Identify FIVE (5) problem solving processes. ,K1-REMEMBER
Define graphic design and product design. ,K1-REMEMBER
Describe graphic design and product design. ,K1-REMEMBER
Describe the meaning of 'design'. ,K1-REMEMBER
Define liberal art.,K1-REMEMBER
Describe graphic design. ,K1-REMEMBER
Define brainstorming process. ,K1-REMEMBER
Describe material gathering process. ,K1-REMEMBER
The structural view of language has several components. List FIVE (5) components. ,K1-REMEMBER
Teacher-prepared materials are the best form of resources for your English language lesson. State FIVE (5) factors that you would consider when preparing your resources. ,K1-REMEMBER
Conducting a set-induction before presentation has several advantages. List the FIVE (5) reasons for use of the set-induction in a lesson. ,K1-REMEMBER
List FIVE (5) activities that you would use in the set-induction stage of a reading lesson Keeping our rivers clean. ,K1-REMEMBER
Choose ONE (1) activity and describe briefly how you plan to carry it out in your reading lesson. ,K1-REMEMBER
List FIVE (5) guidelines for spokesperson to follow during the media interview. ,K1-REMEMBER
List FIVE (5) categories of Intentional Crises and FIVE (5) categories of Unintentional Crises. ,K1-REMEMBER
List FIVE (5) types of trick questions.,K1-REMEMBER
Identify TEN (10) tips during the press conference. ,K1-REMEMBER
Define instructional materials based on your understanding. ,K1-REMEMBER
List TWO (2) importance of using instructional materials in teaching.,K1-REMEMBER
Define instructional materials. ,K1-REMEMBER
List THREE (3) usages of instructional materials to facilitate classroom teaching and learning process. ,K1-REMEMBER
Describe focused task and how it can be used to teach grammar for low  proficiency students. ,K1-REMEMBER
Define schemas. ,K1-REMEMBER
Define attitudes. ,K1-REMEMBER
Define attribution. ,K1-REMEMBER
Define prosocial behaviors. ,K1-REMEMBER
Define prejudice. ,K1-REMEMBER
Identify TWO (2) perspectives that are able to explain the origin of prejudice. ,K1-REMEMBER
List down the environmental factors that an international marketer should consider. ,K1-REMEMBER
Define the Demographic characteristics.,K1-REMEMBER
Describe the advantages of Product Standardization. ,K1-REMEMBER
Describe the Concept of Culture.,K1-REMEMBER
Describe the challenges in global advertising. ,K1-REMEMBER
Describe the function of International Monetary Fund (IMF).,K1-REMEMBER
Identify THREE (3) classification system of economy. ,K1-REMEMBER
Identify any FIVE (5) significances of nonverbal communication in organization. ,K1-REMEMBER
"List any FIVE (5) themes identified by Tom Peters and Robert Waterman for “excellent 
organizations"". ",K1-REMEMBER
Identify FIVE (5) Maslow's Hierarchy of Needs based on organizational context. ,K1-REMEMBER
